antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Antecedent,Knowledge_Gap
"frozenset({'Question Intent=Determine implementation approach', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.1922222222222222,0.2111111111111111,0.06888888888888889,0.35838150289017345,1.6975965926376637,1.0,0.028308641975308642,1.2295295295295297,0.5087189954297378,0.20598006644518274,0.1866807783114875,0.34234864618192884,Question Complexity=High + Question Intent=Determine implementation approach,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.4166666666666667,0.17,0.06777777777777778,0.16266666666666668,0.9568627450980393,1.0,-0.0030555555555555614,0.9912420382165605,-0.07173913043478274,0.13062098501070665,-0.008835341365461845,0.2806797385620915,"Business Capability=Risk, compliance and identity control + Question Complexity=High",Public Documentation | Commercial Model | Pricing Template | SME
"frozenset({'Question Type=Commercial / Pricing', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.07444444444444444,0.17,0.06777777777777778,0.91044776119403,5.355575065847235,1.0,0.055122222222222225,9.268333333333352,0.8786924605907936,0.38364779874213834,0.8921057363783494,0.6545702858257731,"Business Capability=Risk, compliance and identity control + Question Type=Commercial / Pricing",Public Documentation | Commercial Model | Pricing Template | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Best Practice'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.07777777777777778,0.45666666666666667,0.06444444444444444,0.8285714285714285,1.814389989572471,1.0,0.028925925925925924,3.1694444444444434,0.4867054424594931,0.1371158392434988,0.6844872918492549,0.4848453249913104,Presales Category=Solution Architecture + Question Type=Best Practice,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Presales Category=Security & Compliance'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.09666666666666666,0.2111111111111111,0.06444444444444444,0.6666666666666666,3.1578947368421053,1.0,0.04403703703703704,2.3666666666666663,0.756457564575646,0.2648401826484018,0.5774647887323943,0.4859649122807017,Presales Category=Security & Compliance + Question Intent=Request presales guidance,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})",frozenset({'Knowledge Gap=Public Documentation'}),0.3111111111111111,0.1622222222222222,0.06333333333333334,0.2035714285714286,1.2548923679060668,1.0,0.012864197530864208,1.0519182859990035,0.294850028296548,0.1544715447154472,0.049355816597195956,0.2969911937377691,Presales Category=Solution Architecture + Question Type=Architecture,Public Documentation
"frozenset({'Question Intent=Understand capability / terminology', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation'}),0.16111111111111112,0.1622222222222222,0.06222222222222222,0.3862068965517241,2.3807274444969293,1.0,0.03608641975308642,1.3649188514357051,0.6913434247871334,0.23829787234042552,0.2673557120643922,0.3848842701936703,Question Complexity=High + Question Intent=Understand capability / terminology,Public Documentation
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Commercial / Pricing'})",frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.07,0.17,0.06,0.857142857142857,5.042016806722688,1.0,0.0481,5.809999999999993,0.8620071684587813,0.33333333333333326,0.8278829604130807,0.6050420168067225,Presales Category=Solution Architecture + Question Type=Commercial / Pricing,Public Documentation | Commercial Model | Pricing Template | SME
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation'}),0.4166666666666667,0.1622222222222222,0.056666666666666664,0.13599999999999998,0.8383561643835615,1.0,-0.01092592592592593,0.9696502057613169,-0.24842105263157904,0.10851063829787233,-0.03129973474801062,0.24265753424657532,"Business Capability=Risk, compliance and identity control + Question Complexity=High",Public Documentation
"frozenset({'Question Intent=Determine implementation approach', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.10888888888888888,0.45666666666666667,0.056666666666666664,0.5204081632653061,1.1395799195590646,1.0,0.00694074074074074,1.1329078014184397,0.13745049141851257,0.111353711790393,0.1173156379116064,0.322247877253091,"Business Capability=Risk, compliance and identity control + Question Intent=Determine implementation approach",Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.16555555555555557,0.2111111111111111,0.05555555555555555,0.3355704697986577,1.5895443306252206,1.0,0.020604938271604936,1.187317620650954,0.44447403462050594,0.17301038062283736,0.1577653842518196,0.29936418226774986,"Business Capability=Risk, compliance and identity control + Question Intent=Request presales guidance",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Intent=Understand capability / terminology'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.1111111111111111,0.45666666666666667,0.05333333333333334,0.48000000000000004,1.051094890510949,1.0,0.0025925925925925977,1.044871794871795,0.05468750000000011,0.10367170626349895,0.04294478527607369,0.29839416058394164,Presales Category=Solution Architecture + Question Intent=Understand capability / terminology,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation'}),0.3055555555555556,0.1622222222222222,0.052222222222222225,0.1709090909090909,1.053549190535492,1.0,0.002654320987654321,1.0104775828460038,0.07319148936170213,0.12566844919786097,0.010368941403424163,0.24641344956413452,Presales Category=Solution Architecture + Question Complexity=High,Public Documentation
"frozenset({'Question Intent=Determine implementation approach', 'Presales Category=Security & Compliance'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.07222222222222222,0.2111111111111111,0.052222222222222225,0.7230769230769232,3.4251012145748994,1.0,0.03697530864197531,2.8487654320987663,0.7631545419798701,0.2259615384615385,0.648970747562297,0.48522267206477737,Presales Category=Security & Compliance + Question Intent=Determine implementation approach,Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Complexity=High'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.7666666666666667,0.45666666666666667,0.33,0.43043478260869567,0.9425579181212314,1.0,-0.020111111111111135,0.953944020356234,-0.20709382151029773,0.3694029850746269,-0.04827954121098957,0.5765312599174865,Question Complexity=High,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Presales Category=Solution Architecture'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.4588888888888889,0.45666666666666667,0.31,0.6755447941888619,1.479295169756632,1.0,0.10044074074074075,1.6746019900497509,0.5987723830341569,0.5119266055045871,0.40284317948870296,0.6771884554885915,Presales Category=Solution Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Type=Architecture'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.3522222222222222,0.45666666666666667,0.2811111111111111,0.7981072555205047,1.7476801215777473,1.0,0.12026296296296293,2.6911979166666655,0.6604315961464144,0.5326315789473683,0.6284182616941804,0.7068395158381111,Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Intent=Request presales guidance'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.40444444444444444,0.45666666666666667,0.21333333333333335,0.5274725274725275,1.155049330231812,1.0,0.028637037037037044,1.14984496124031,0.22539645522388063,0.3293310463121784,0.1303175352255107,0.49731290607203016,Question Intent=Request presales guidance,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Complexity=High'}),frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.7666666666666667,0.2111111111111111,0.20222222222222222,0.263768115942029,1.2494279176201373,1.0,0.04037037037037036,1.071522309711286,0.8555729984301412,0.2607449856733524,0.06674831598285363,0.6108314263920671,Question Complexity=High,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.4166666666666667,0.45666666666666667,0.1711111111111111,0.4106666666666666,0.8992700729927007,1.0,-0.019166666666666693,0.921945701357466,-0.16108949416342433,0.24367088607594936,-0.08466257668711664,0.3926812652068126,"Business Capability=Risk, compliance and identity control",Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Type=Commercial / Pricing'}),frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.19333333333333333,0.17,0.16666666666666666,0.8620689655172413,5.0709939148073016,1.0,0.13379999999999997,6.017499999999997,0.9952066115702479,0.8474576271186439,0.8338180307436642,0.9212305611899931,Question Type=Commercial / Pricing,Public Documentation | Commercial Model | Pricing Template | SME
frozenset({'Business Capability=Hybrid connectivity and network foundation'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.23,0.45666666666666667,0.15888888888888889,0.6908212560386473,1.512747275997038,1.0,0.053855555555555545,1.7573437499999998,0.4401961674688946,0.30105263157894735,0.43095936694229564,0.519376564758983,Business Capability=Hybrid connectivity and network foundation,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Presales Category=Security & Compliance'}),frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.24666666666666667,0.2111111111111111,0.15555555555555556,0.6306306306306306,2.987197724039829,1.0,0.10348148148148148,2.135772357723577,0.8830594184576486,0.5147058823529411,0.5317853064331938,0.6837363679468942,Presales Category=Security & Compliance,Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Intent=Determine implementation approach'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.24444444444444444,0.45666666666666667,0.13,0.5318181818181819,1.1645653616456537,1.0,0.018370370370370384,1.160517799352751,0.18702865761689305,0.22762645914396887,0.1383156720580034,0.4082448573324486,Question Intent=Determine implementation approach,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Complexity=High'}),frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.7666666666666667,0.17,0.12333333333333334,0.1608695652173913,0.9462915601023016,1.0,-0.00700000000000002,0.9891191709844559,-0.19565217391304396,0.15163934426229506,-0.011000523834468338,0.4431798806479113,Question Complexity=High,Public Documentation | Commercial Model | Pricing Template | SME
"frozenset({'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.4166666666666667,0.2111111111111111,0.12111111111111111,0.2906666666666667,1.376842105263158,1.0,0.03314814814814815,1.112155388471178,0.46920052424639586,0.2390350877192983,0.10084507042253524,0.4321754385964912,"Business Capability=Risk, compliance and identity control",Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Complexity=High'}),frozenset({'Knowledge Gap=Public Documentation'}),0.7666666666666667,0.1622222222222222,0.1111111111111111,0.14492753623188404,0.8933889219773674,1.0,-0.013259259259259262,0.979774011299435,-0.338374291115312,0.1358695652173913,-0.020643524391650344,0.41492952154059953,Question Complexity=High,Public Documentation
frozenset({'Question Complexity=Medium'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.1811111111111111,0.45666666666666667,0.10666666666666667,0.588957055214724,1.2896869822220234,1.0,0.023959259259259263,1.3218407960199006,0.2742961329715062,0.20083682008368203,0.24347924272648583,0.4112668487752452,Question Complexity=Medium,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Question Type=Governance / Security'}),frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.13666666666666666,0.2111111111111111,0.1,0.7317073170731708,3.4659820282413354,1.0,0.07114814814814815,2.9404040404040415,0.8241098241098243,0.40358744394618845,0.6599106836138785,0.6026957637997433,Question Type=Governance / Security,Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Type=Best Practice'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.15,0.45666666666666667,0.09555555555555556,0.6370370370370371,1.3949716139497161,1.0,0.02705555555555557,1.4969387755102042,0.3331053351573189,0.18695652173913047,0.33197000681663263,0.42314138956474723,Question Type=Best Practice,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Presales Category=Migration Assessment'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.11888888888888889,0.45666666666666667,0.09222222222222222,0.7757009345794392,1.698615185210451,1.0,0.037929629629629626,2.422361111111111,0.4667801090870417,0.1908045977011494,0.587179634195287,0.48882370329945196,Presales Category=Migration Assessment,Public Documentation | Architecture Blueprint | Methodology | SME
frozenset({'Presales Category=Solution Architecture'}),frozenset({'Knowledge Gap=Public Documentation'}),0.4588888888888889,0.1622222222222222,0.08555555555555555,0.18644067796610167,1.1492918504759693,1.0,0.011113580246913585,1.0297685185185184,0.2400597349262648,0.15975103734439833,0.028907971047070973,0.3569189691200371,Presales Category=Solution Architecture,Public Documentation
frozenset({'Question Intent=Understand capability / terminology'}),frozenset({'Knowledge Gap=Public Documentation'}),0.20555555555555555,0.1622222222222222,0.08333333333333333,0.4054054054054054,2.499074416882636,1.0,0.04998765432098765,1.4089898989898988,0.7550582750582749,0.29296875,0.2902717040648075,0.45955201777119586,Question Intent=Understand capability / terminology,Public Documentation
frozenset({'Question Intent=Request presales guidance'}),frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.40444444444444444,0.2111111111111111,0.08333333333333333,0.20604395604395603,0.9759976865240023,1.0,-0.002049382716049389,0.9936178392925796,-0.03965599617773543,0.15657620041753656,-0.006423154310478267,0.3003903990746096,Question Intent=Request presales guidance,Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Intent=Determine implementation approach'}),frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.24444444444444444,0.2111111111111111,0.07333333333333333,0.3,1.4210526315789473,1.0,0.021728395061728398,1.126984126984127,0.3921568627450981,0.19186046511627905,0.11267605633802816,0.3236842105263158,Question Intent=Determine implementation approach,Public Documentation | Governance Framework | Risk Register | SME
frozenset({'Question Type=Architecture'}),frozenset({'Knowledge Gap=Public Documentation'}),0.3522222222222222,0.1622222222222222,0.06888888888888889,0.19558359621451105,1.2056523054319175,1.0,0.011750617283950625,1.0414727668845316,0.2633209760416092,0.15461346633416456,0.039821268691060945,0.3101205652305432,Question Type=Architecture,Public Documentation
"frozenset({'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.4166666666666667,0.17,0.06777777777777778,0.16266666666666668,0.9568627450980393,1.0,-0.0030555555555555614,0.9912420382165605,-0.07173913043478274,0.13062098501070665,-0.008835341365461845,0.2806797385620915,"Business Capability=Risk, compliance and identity control",Public Documentation | Commercial Model | Pricing Template | SME
frozenset({'Presales Category=Solution Architecture'}),frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.4588888888888889,0.17,0.06333333333333334,0.13801452784503632,0.8118501637943312,1.0,-0.014677777777777776,0.9628932584269663,-0.29986380145278446,0.11198428290766209,-0.0385367134397153,0.25528177372643973,Presales Category=Solution Architecture,Public Documentation | Commercial Model | Pricing Template | SME
frozenset({'Question Intent=Request presales guidance'}),frozenset({'Knowledge Gap=Public Documentation'}),0.40444444444444444,0.1622222222222222,0.06,0.14835164835164835,0.9144964624416679,1.0,-0.00560987654320988,0.9837132616487455,-0.13569039655996187,0.11842105263157895,-0.016556387909173045,0.2591073310251393,Question Intent=Request presales guidance,Public Documentation
frozenset({'Question Intent=Understand capability / terminology'}),frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.20555555555555555,0.45666666666666667,0.057777777777777775,0.2810810810810811,0.615506016965871,1.0,-0.03609259259259259,0.755764411027569,-0.44018670481066025,0.09558823529411764,-0.32316365445199796,0.20380088117314393,Question Intent=Understand capability / terminology,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation'}),0.4166666666666667,0.1622222222222222,0.056666666666666664,0.13599999999999998,0.8383561643835615,1.0,-0.01092592592592593,0.9696502057613169,-0.24842105263157904,0.10851063829787233,-0.03129973474801062,0.24265753424657532,"Business Capability=Risk, compliance and identity control",Public Documentation
